off_w,def_w,sos_w,hca,fc,fb,thresh,spread_acc,win8,n8,win7,n7,win5,n5
0.52,0.51,0.11,2.3,4,0,7,74.94%,83.55%,3216,51.28%,392,51.84%,490
0.48,0.55,0.11,2.3,5,0,5,75.01%,83.52%,3203,50.39%,387,51.84%,490
0.45,0.49,0.12,2.3,4,1,5,74.96%,83.49%,3216,54.32%,370,51.84%,463
0.46,0.49,0.12,2.5,5,0,7,75.01%,83.43%,3247,54.65%,344,51.84%,434
0.46,0.49,0.12,2.3,4,0,6,74.86%,83.37%,3217,54.83%,352,51.84%,434
0.45,0.56,0.12,2.3,4,1,7,75.03%,83.35%,3250,53.15%,333,51.84%,434
0.45,0.49,0.12,2.7,5,1,5,74.92%,83.24%,3282,53.24%,370,51.84%,461
0.5,0.53,0.12,2.7,5,0,5,75.03%,83.24%,3300,50.65%,387,51.84%,488
0.49,0.46,0.08,2.5,5,0,5,74.79%,85.63%,2965,53.24%,340,51.83%,436
0.47,0.48,0.08,2.7,5,0,5,74.58%,85.54%,3001,53.35%,343,51.83%,436
0.45,0.46,0.08,2.7,4,0,5,74.66%,85.50%,2986,52.96%,540,51.83%,600
0.46,0.48,0.08,2.3,5,1,7,74.92%,85.49%,2930,54.39%,353,51.83%,438
0.49,0.52,0.08,2.5,4,1,6,74.96%,85.30%,2999,54.35%,333,51.83%,438
0.48,0.55,0.08,2.7,5,0,7,74.77%,85.27%,3022,51.12%,403,51.83%,492
0.45,0.46,0.08,3,5,1,6,74.51%,85.23%,3033,53.60%,500,51.83%,573
0.45,0.56,0.08,3,5,1,6,74.51%,85.12%,3078,54.28%,339,51.83%,436
0.46,0.55,0.08,2.5,4,1,7,74.77%,85.07%,3014,54.57%,339,51.83%,438
0.49,0.55,0.08,2.3,5,1,5,74.73%,85.06%,2992,50.97%,465,51.83%,546
0.45,0.56,0.08,2.5,4,1,7,74.71%,85.05%,3010,54.44%,338,51.83%,436
0.5,0.53,0.08,3,5,0,5,74.58%,84.97%,3087,50.13%,387,51.83%,492
0.49,0.46,0.09,2.7,4,0,5,74.81%,84.96%,3086,54.07%,344,51.83%,436
0.45,0.5,0.09,2.7,4,0,6,74.77%,84.94%,3081,54.31%,348,51.83%,436
0.45,0.5,0.09,2.7,5,1,7,74.77%,84.94%,3081,52.98%,319,51.83%,409
0.48,0.47,0.09,2.7,4,0,5,74.88%,84.93%,3092,54.15%,349,51.83%,438
0.49,0.46,0.09,3,4,0,5,74.66%,84.85%,3123,54.91%,346,51.83%,436
0.51,0.5,0.09,2.7,5,1,6,75.07%,84.58%,3119,52.94%,340,51.83%,436
0.46,0.56,0.09,3,5,1,6,74.73%,84.51%,3157,51.09%,368,51.83%,465
0.49,0.55,0.09,2.3,4,1,5,74.88%,84.43%,3090,51.43%,455,51.83%,546
0.48,0.55,0.09,2.5,5,0,6,74.75%,84.41%,3092,51.00%,400,51.83%,492
0.49,0.53,0.09,2.3,4,1,7,74.79%,84.35%,3073,50.66%,377,51.83%,465
0.49,0.46,0.1,3,5,0,5,74.79%,84.12%,3206,54.52%,343,51.83%,438
0.49,0.56,0.1,2.3,5,1,5,74.81%,84.06%,3156,51.21%,496,51.83%,575
0.44,0.51,0.1,2.3,5,1,7,74.68%,84.02%,3116,53.21%,327,51.83%,409
0.46,0.49,0.1,2.3,5,1,7,74.68%,83.97%,3113,53.07%,326,51.83%,409
0.47,0.56,0.1,2.3,5,0,7,74.92%,83.96%,3143,51.37%,401,51.83%,492
0.51,0.52,0.1,2.3,4,0,7,74.86%,83.95%,3141,50.88%,397,51.83%,492
0.51,0.52,0.1,2.7,5,0,7,74.98%,83.92%,3197,51.11%,405,51.83%,492
0.45,0.5,0.1,2.3,4,1,7,74.75%,83.91%,3113,53.54%,325,51.83%,409
0.45,0.5,0.1,2.3,5,1,7,74.75%,83.91%,3113,53.09%,324,51.83%,409
0.51,0.54,0.1,3,4,1,6,74.90%,83.89%,3247,50.90%,501,51.83%,573
0.52,0.49,0.1,2.5,4,1,7,75.05%,83.84%,3181,52.96%,338,51.83%,436
0.5,0.55,0.1,3,4,1,6,74.83%,83.83%,3247,51.11%,497,51.83%,573
0.49,0.52,0.1,3,5,1,7,74.96%,83.80%,3240,53.94%,343,51.83%,438
0.47,0.48,0.11,2.7,5,0,7,74.81%,83.74%,3235,54.52%,343,51.83%,438
0.49,0.56,0.1,3,4,1,6,74.96%,83.72%,3244,51.21%,496,51.83%,575
0.47,0.55,0.11,2.5,4,0,5,74.86%,83.68%,3229,53.43%,335,51.83%,438
0.46,0.56,0.11,2.7,4,0,5,74.88%,83.67%,3257,53.27%,336,51.83%,438
0.47,0.55,0.11,2.7,4,0,5,74.92%,83.60%,3256,53.12%,337,51.83%,438
0.51,0.5,0.11,2.3,5,1,6,75.07%,83.60%,3208,53.43%,335,51.83%,436
0.45,0.46,0.11,3,5,1,6,74.77%,83.57%,3268,53.56%,506,51.83%,573
0.46,0.49,0.11,3,5,0,7,74.66%,83.57%,3275,53.06%,343,51.83%,436
0.48,0.54,0.11,2.7,4,0,5,74.86%,83.57%,3256,52.69%,334,51.83%,438
0.48,0.47,0.11,2.3,4,0,5,74.92%,83.56%,3176,53.89%,347,51.83%,436
0.44,0.51,0.11,3,4,1,7,74.77%,83.52%,3289,54.01%,324,51.83%,409
0.51,0.52,0.11,2.3,5,0,7,74.92%,83.51%,3214,51.62%,401,51.83%,492
0.45,0.5,0.11,3,4,0,7,74.75%,83.50%,3284,53.89%,347,51.83%,438
0.44,0.5,0.11,3,4,1,5,74.79%,83.49%,3277,53.60%,375,51.83%,465
0.45,0.5,0.12,2.5,5,0,6,74.94%,83.49%,3246,54.60%,348,51.83%,436
0.47,0.54,0.11,3,5,1,7,75.01%,83.49%,3302,53.37%,341,51.83%,436
0.46,0.49,0.12,2.5,4,0,6,75.01%,83.43%,3247,54.67%,353,51.83%,438
0.47,0.48,0.12,2.5,4,0,6,74.96%,83.42%,3251,54.55%,352,51.83%,438
0.47,0.48,0.12,2.5,5,0,6,74.96%,83.42%,3251,54.18%,347,51.83%,436
0.48,0.47,0.11,3,4,0,6,74.75%,83.42%,3282,53.76%,346,51.83%,438
0.47,0.55,0.12,2.5,5,0,5,75.01%,83.40%,3272,53.20%,344,51.83%,438
0.49,0.52,0.12,2.5,5,1,6,75.05%,83.40%,3265,53.01%,332,51.83%,436
0.45,0.56,0.12,3,5,1,7,74.83%,83.39%,3336,53.53%,340,51.83%,438
0.45,0.46,0.12,2.5,4,0,5,75.01%,83.38%,3244,52.88%,539,51.83%,600
0.48,0.47,0.12,2.5,5,0,6,74.94%,83.37%,3254,53.87%,349,51.83%,436
0.52,0.5,0.11,3,4,1,5,74.94%,83.36%,3305,50.69%,363,51.83%,465
0.52,0.5,0.11,3,4,1,6,74.94%,83.36%,3305,50.82%,368,51.83%,465
0.5,0.54,0.11,3,5,1,5,75.13%,83.35%,3309,50.75%,465,51.83%,546
0.48,0.53,0.12,2.5,5,1,6,75.09%,83.32%,3273,53.15%,333,51.83%,436
0.52,0.51,0.12,2.5,4,0,6,75.07%,83.32%,3280,51.15%,393,51.83%,492
0.45,0.46,0.12,3,5,1,6,74.81%,83.25%,3320,53.65%,507,51.83%,575
0.49,0.52,0.12,2.7,4,1,7,75.13%,83.23%,3309,53.80%,342,51.83%,438
0.44,0.5,0.08,2.7,4,1,5,74.64%,85.50%,2987,52.97%,370,51.82%,467
0.46,0.49,0.08,2.3,4,1,6,74.49%,85.49%,2935,53.89%,321,51.82%,411
0.52,0.51,0.08,2.7,5,0,6,74.75%,85.40%,3020,51.11%,407,51.82%,494
0.48,0.46,0.08,2.5,5,0,6,74.92%,85.29%,2971,52.63%,380,51.82%,467
0.46,0.56,0.08,2.5,4,0,5,74.68%,85.17%,2993,52.19%,343,51.82%,440
0.45,0.5,0.09,2.7,4,0,5,74.77%,84.94%,3081,54.78%,356,51.82%,440
0.44,0.46,0.09,2.5,5,0,6,74.86%,84.75%,3036,51.99%,554,51.82%,604
0.51,0.52,0.09,2.7,5,0,6,74.79%,84.63%,3110,51.99%,402,51.82%,494
0.46,0.56,0.09,2.7,4,0,5,74.86%,84.61%,3118,53.39%,339,51.82%,440
0.49,0.53,0.09,3,4,0,5,74.88%,84.56%,3160,52.85%,333,51.82%,440
0.45,0.56,0.09,3,5,1,7,74.58%,84.51%,3156,54.14%,338,51.82%,440
0.49,0.55,0.09,3,4,1,7,74.92%,84.31%,3161,50.65%,462,51.82%,548
0.49,0.55,0.09,3,5,1,6,74.92%,84.31%,3161,50.21%,468,51.82%,550
0.47,0.56,0.09,3,5,0,7,74.66%,84.28%,3168,50.25%,402,51.82%,494
0.44,0.46,0.1,2.7,5,1,5,74.88%,84.14%,3140,52.17%,552,51.82%,606
0.44,0.46,0.1,2.5,5,0,6,74.88%,84.13%,3119,52.07%,555,51.82%,604
0.44,0.5,0.1,2.7,5,1,5,74.68%,84.09%,3162,53.91%,371,51.82%,467
0.49,0.46,0.1,2.5,5,1,5,74.81%,84.08%,3141,52.66%,319,51.82%,413
0.46,0.56,0.1,2.7,4,0,5,74.79%,84.07%,3189,53.41%,337,51.82%,440
0.44,0.51,0.1,2.3,4,1,7,74.68%,84.02%,3116,53.21%,327,51.82%,411
0.52,0.51,0.1,2.5,4,0,7,74.96%,83.97%,3169,50.64%,391,51.82%,494
0.46,0.56,0.1,3,4,0,5,74.83%,83.92%,3240,52.87%,331,51.82%,440
0.49,0.55,0.1,2.5,5,1,5,75.09%,83.90%,3186,50.21%,468,51.82%,550
0.5,0.54,0.1,2.5,4,1,5,75.05%,83.85%,3182,50.43%,464,51.82%,550
0.51,0.53,0.1,3,4,0,5,75.01%,83.84%,3242,51.88%,426,51.82%,521
0.44,0.46,0.11,3,4,1,6,74.79%,83.71%,3253,52.87%,558,51.82%,606
0.46,0.49,0.11,2.7,5,0,5,74.73%,83.70%,3233,55.14%,350,51.82%,440
0.48,0.53,0.11,2.3,5,1,7,74.96%,83.69%,3206,53.60%,347,51.82%,440
0.49,0.52,0.11,2.5,5,1,7,75.05%,83.69%,3219,53.28%,351,51.82%,440
0.52,0.49,0.11,2.7,4,1,7,75.09%,83.62%,3260,53.10%,339,51.82%,440
0.5,0.54,0.11,2.3,4,0,5,75.03%,83.48%,3220,51.64%,428,51.82%,521
0.49,0.46,0.11,3,5,0,5,74.79%,83.46%,3282,54.23%,343,51.82%,440
0.44,0.51,0.12,2.7,4,0,7,74.88%,83.45%,3275,54.62%,357,51.82%,440
0.5,0.51,0.11,3,5,1,7,75.07%,83.42%,3306,53.24%,340,51.82%,440
0.47,0.48,0.12,2.3,5,0,5,74.92%,83.39%,3215,54.55%,352,51.82%,440
0.49,0.46,0.12,2.7,4,0,5,74.92%,83.39%,3282,54.55%,352,51.82%,440
0.46,0.56,0.12,2.5,5,0,5,75.07%,83.36%,3275,53.60%,347,51.82%,440
0.49,0.54,0.12,2.7,5,0,7,75.07%,83.29%,3303,51.01%,396,51.82%,494
0.52,0.51,0.12,2.7,5,0,6,75.05%,83.27%,3300,51.01%,396,51.82%,494
0.47,0.55,0.12,2.3,5,0,5,74.98%,83.22%,3247,53.14%,350,51.82%,440
0.52,0.51,0.11,3,5,0,6,74.92%,83.20%,3297,51.65%,395,51.82%,494
0.52,0.5,0.12,3,4,1,6,74.88%,83.00%,3352,50.68%,369,51.82%,467
0.45,0.49,0.08,2.7,5,1,7,74.68%,85.50%,2987,52.92%,359,51.81%,442
0.45,0.5,0.08,2.3,5,0,5,74.45%,85.50%,2938,54.47%,347,51.81%,442
0.47,0.48,0.08,2.3,5,0,5,74.62%,85.50%,2937,54.52%,343,51.81%,442
0.47,0.55,0.08,2.7,5,0,5,74.68%,85.42%,3025,53.33%,345,51.81%,442
0.45,0.49,0.08,2.5,5,1,7,74.68%,85.36%,2958,54.34%,357,51.81%,442
0.46,0.56,0.08,2.7,5,0,5,74.64%,85.34%,3028,53.20%,344,51.81%,442
0.51,0.52,0.08,2.7,5,0,7,74.68%,85.29%,3019,51.60%,407,51.81%,496
0.49,0.53,0.08,2.3,4,1,7,74.71%,85.28%,2975,52.00%,375,51.81%,469
0.48,0.55,0.08,2.5,5,0,7,74.62%,85.23%,3000,51.95%,410,51.81%,498
0.47,0.56,0.08,2.3,5,0,6,74.53%,85.14%,2974,50.25%,400,51.81%,496
0.52,0.52,0.08,2.3,4,1,5,74.66%,85.14%,2994,50.65%,464,51.81%,554
0.52,0.5,0.08,2.7,4,1,6,74.81%,85.12%,3044,50.67%,375,51.81%,469
0.47,0.55,0.08,2.3,4,0,5,74.66%,85.11%,2982,53.03%,347,51.81%,442
0.44,0.47,0.09,2.7,5,1,5,74.66%,85.02%,3077,53.27%,505,51.81%,579
0.45,0.46,0.09,2.7,5,1,5,74.73%,85.00%,3080,53.54%,508,51.81%,579
0.52,0.51,0.08,3,4,0,6,74.68%,84.90%,3079,50.13%,397,51.81%,496
0.51,0.51,0.08,3,4,1,6,74.77%,84.87%,3086,50.67%,373,51.81%,469
0.44,0.51,0.09,2.7,4,1,6,74.66%,84.86%,3084,53.70%,324,51.81%,415
0.52,0.5,0.08,3,4,1,6,74.77%,84.83%,3085,50.67%,373,51.81%,469
0.44,0.46,0.09,3,5,1,5,74.60%,84.81%,3108,52.24%,557,51.81%,608
0.52,0.51,0.09,2.3,4,0,7,74.81%,84.71%,3067,51.24%,402,51.81%,498
0.52,0.52,0.09,3,4,1,5,74.75%,84.44%,3162,50.87%,462,51.81%,552
0.44,0.46,0.1,3,5,1,5,74.75%,84.34%,3174,52.14%,560,51.81%,608
0.45,0.46,0.1,3,5,1,5,74.86%,84.26%,3195,53.38%,517,51.81%,579
0.51,0.53,0.09,3,5,1,5,74.81%,84.22%,3168,50.54%,465,51.81%,552
0.5,0.54,0.09,3,5,1,5,74.83%,84.21%,3160,50.76%,461,51.81%,552
0.48,0.47,0.1,3,4,0,5,74.73%,84.17%,3202,55.10%,343,51.81%,442
0.45,0.46,0.1,2.7,5,1,5,74.66%,84.15%,3160,53.61%,513,51.81%,581
0.44,0.51,0.1,2.7,5,0,5,74.68%,84.06%,3161,54.93%,355,51.81%,442
0.47,0.55,0.1,2.7,4,0,5,74.77%,84.06%,3193,53.29%,334,51.81%,442
0.51,0.5,0.1,2.3,5,1,7,75.07%,83.98%,3153,52.17%,345,51.81%,442
0.51,0.52,0.1,2.3,5,0,7,74.86%,83.95%,3141,50.99%,406,51.81%,496
0.48,0.55,0.1,3,4,1,5,74.77%,83.87%,3236,51.35%,407,51.81%,498
0.48,0.54,0.1,3,4,0,5,74.81%,83.85%,3245,52.89%,329,51.81%,442
0.45,0.5,0.11,2.7,5,0,5,74.86%,83.69%,3226,55.49%,355,51.81%,442
0.5,0.51,0.11,2.5,5,1,7,75.01%,83.67%,3221,53.28%,351,51.81%,442
0.45,0.5,0.12,2.7,4,0,5,74.96%,83.54%,3268,54.90%,357,51.81%,442
0.52,0.5,0.11,2.5,4,0,7,74.92%,83.48%,3227,51.83%,355,51.81%,442
0.46,0.46,0.11,3,4,1,6,74.79%,83.47%,3285,52.74%,474,51.81%,552
0.44,0.51,0.12,2.7,4,0,5,74.88%,83.45%,3275,55.00%,360,51.81%,442
0.44,0.51,0.12,2.7,4,0,6,74.88%,83.45%,3275,54.62%,357,51.81%,442
0.47,0.48,0.11,3,4,0,6,74.71%,83.45%,3281,54.31%,348,51.81%,442
0.48,0.47,0.11,3,5,1,7,74.75%,83.42%,3282,54.46%,314,51.81%,415
0.44,0.51,0.12,2.3,4,0,6,74.98%,83.39%,3215,53.74%,361,51.81%,442
0.44,0.51,0.12,2.3,5,0,6,74.98%,83.39%,3215,53.91%,358,51.81%,442
0.5,0.56,0.11,3,5,1,5,74.77%,83.39%,3311,52.03%,542,51.81%,579
0.44,0.46,0.12,3,5,1,5,74.86%,83.36%,3305,52.24%,559,51.81%,608
0.48,0.54,0.12,2.5,5,0,5,74.94%,83.35%,3273,53.37%,341,51.81%,442
0.51,0.52,0.12,2.7,5,0,6,75.11%,83.28%,3302,51.27%,394,51.81%,496
0.5,0.53,0.12,2.7,5,0,7,75.03%,83.24%,3300,51.13%,397,51.81%,498
0.52,0.5,0.12,3,4,1,7,74.88%,83.00%,3352,51.20%,375,51.81%,469
0.49,0.46,0.08,2.7,4,0,7,74.81%,85.51%,2995,54.22%,332,51.80%,417
0.48,0.47,0.08,2.3,5,1,5,74.62%,85.45%,2942,52.68%,317,51.80%,417
0.49,0.46,0.08,2.3,4,1,5,74.73%,85.40%,2946,52.98%,319,51.80%,417
0.51,0.51,0.08,2.5,4,1,7,74.77%,85.32%,3005,51.04%,384,51.80%,471
0.52,0.5,0.08,2.5,4,1,7,74.83%,85.30%,3007,50.78%,386,51.80%,471
0.5,0.52,0.08,2.7,4,0,5,74.83%,85.28%,3036,53.24%,340,51.80%,444
0.5,0.52,0.08,2.3,4,1,7,74.62%,85.25%,2970,51.46%,377,51.80%,471
0.52,0.5,0.08,2.3,5,0,7,74.73%,85.15%,2977,51.73%,375,51.80%,471
0.47,0.55,0.08,2.3,4,1,7,74.66%,85.11%,2982,52.25%,377,51.80%,471
0.49,0.46,0.08,3,4,0,7,74.51%,85.08%,3050,54.68%,331,51.80%,417
0.51,0.53,0.08,2.3,5,1,5,74.64%,85.07%,2993,50.43%,468,51.80%,556
0.51,0.5,0.08,2.5,4,0,6,74.92%,85.05%,3010,55.16%,310,51.80%,417
0.45,0.5,0.09,2.7,4,1,5,74.77%,84.94%,3081,54.08%,331,51.80%,417
0.46,0.56,0.09,2.7,4,1,6,74.86%,84.61%,3118,50.67%,371,51.80%,471
0.52,0.49,0.09,2.7,4,0,7,75.07%,84.59%,3127,54.52%,321,51.80%,417
0.5,0.52,0.09,3,4,1,7,74.79%,84.41%,3162,51.34%,374,51.80%,471
0.44,0.5,0.1,2.7,4,1,5,74.68%,84.09%,3162,53.78%,370,51.80%,471
0.52,0.48,0.1,2.7,4,1,5,74.96%,84.08%,3198,53.82%,275,51.80%,388
0.44,0.51,0.1,2.3,4,0,6,74.68%,84.02%,3116,53.89%,360,51.80%,444
0.46,0.55,0.1,2.7,5,1,7,74.92%,84.02%,3186,54.00%,350,51.80%,444
0.52,0.49,0.1,2.7,4,1,5,75.05%,83.90%,3211,53.73%,322,51.80%,417
0.44,0.51,0.11,2.3,4,0,5,74.88%,83.72%,3169,54.11%,353,51.80%,444
0.44,0.46,0.11,3,4,0,7,74.79%,83.71%,3253,52.65%,566,51.80%,612
0.5,0.52,0.11,2.7,4,0,6,74.98%,83.69%,3255,51.87%,347,51.80%,444
0.48,0.54,0.11,2.7,4,0,7,74.86%,83.57%,3256,52.26%,354,51.80%,444
0.48,0.54,0.11,3,4,0,5,74.71%,83.55%,3301,52.85%,333,51.80%,444
0.47,0.48,0.11,3,4,1,5,74.71%,83.45%,3281,55.69%,325,51.80%,417
0.47,0.55,0.12,2.5,4,0,7,75.01%,83.40%,3272,52.68%,355,51.80%,444
0.44,0.46,0.12,2.7,5,0,5,74.92%,83.35%,3261,52.11%,570,51.80%,612
0.46,0.56,0.12,3,4,0,7,74.75%,83.27%,3359,52.86%,350,51.80%,444
0.48,0.54,0.12,2.3,5,0,7,74.88%,83.23%,3243,53.35%,358,51.80%,444
0.47,0.55,0.12,2.3,5,0,7,74.98%,83.22%,3247,52.78%,360,51.80%,444
0.52,0.52,0.12,3,4,0,7,74.98%,83.20%,3346,52.17%,437,51.80%,529
0.46,0.48,0.08,2.3,5,1,6,74.92%,85.49%,2930,54.44%,360,51.79%,446
0.48,0.47,0.08,2.3,4,1,5,74.62%,85.45%,2942,53.27%,321,51.79%,419
0.45,0.46,0.08,3,4,1,6,74.51%,85.23%,3033,53.31%,514,51.79%,585
0.48,0.47,0.08,3,4,0,7,74.58%,85.22%,3045,54.79%,334,51.79%,419
0.47,0.55,0.08,3,4,0,6,74.68%,85.19%,3085,53.47%,346,51.79%,446
0.44,0.5,0.08,3,5,1,6,74.62%,85.15%,3044,53.83%,366,51.79%,446
0.48,0.54,0.08,3,4,0,6,74.60%,85.15%,3085,53.30%,349,51.79%,448
0.52,0.5,0.08,2.7,5,0,5,74.81%,85.12%,3044,52.86%,350,51.79%,446
0.5,0.51,0.08,2.7,5,1,7,74.94%,85.10%,3040,52.96%,355,51.79%,448
0.51,0.52,0.08,3,5,0,7,74.66%,84.92%,3084,50.86%,407,51.79%,504
0.47,0.47,0.09,2.5,5,1,6,74.94%,84.76%,3058,54.34%,357,51.79%,448
0.47,0.54,0.09,2.3,4,1,5,74.79%,84.76%,3077,55.11%,323,51.79%,419
0.48,0.47,0.09,2.3,5,0,7,74.68%,84.69%,3037,53.15%,333,51.79%,419
0.49,0.53,0.09,3,4,0,6,74.88%,84.56%,3160,52.60%,346,51.79%,446
0.5,0.51,0.09,2.5,5,1,7,74.90%,84.53%,3089,52.29%,350,51.79%,446
0.49,0.53,0.09,2.3,4,0,6,74.79%,84.35%,3073,53.41%,352,51.79%,446
0.47,0.54,0.1,2.3,4,1,5,74.88%,84.21%,3147,54.72%,318,51.79%,419
0.45,0.49,0.1,3,5,1,6,74.86%,84.17%,3196,53.68%,367,51.79%,448
0.46,0.48,0.1,3,5,1,6,74.86%,84.16%,3201,53.95%,367,51.79%,448
0.48,0.53,0.1,2.3,4,1,5,75.01%,84.16%,3144,54.26%,317,51.79%,419
0.44,0.51,0.1,2.5,4,1,6,74.81%,84.14%,3139,53.80%,329,51.79%,419
0.44,0.47,0.1,2.5,4,1,5,74.77%,84.13%,3126,53.58%,517,51.79%,585
0.46,0.46,0.1,3,4,1,5,74.68%,84.11%,3203,52.17%,483,51.79%,560
0.46,0.56,0.1,2.7,5,0,7,74.79%,84.07%,3189,52.35%,361,51.79%,448
0.46,0.48,0.1,2.5,4,1,7,74.81%,83.98%,3134,54.49%,356,51.79%,446
0.49,0.53,0.1,3,4,0,7,74.94%,83.83%,3241,52.72%,349,51.79%,448
0.47,0.55,0.1,3,5,0,6,74.83%,83.80%,3247,52.60%,346,51.79%,448
0.45,0.46,0.11,2.5,4,1,6,74.83%,83.75%,3194,53.71%,512,51.79%,587
0.45,0.49,0.11,2.5,5,1,7,75.01%,83.61%,3198,54.12%,364,51.79%,448
0.45,0.46,0.11,3,4,1,6,74.77%,83.57%,3268,53.46%,520,51.79%,585
0.47,0.47,0.11,3,5,1,6,74.88%,83.46%,3277,54.47%,369,51.79%,448
0.47,0.48,0.11,3,5,0,5,74.71%,83.45%,3281,54.62%,346,51.79%,448
0.48,0.47,0.11,3,4,1,6,74.75%,83.42%,3282,55.14%,321,51.79%,419
0.5,0.52,0.12,2.7,5,0,5,75.05%,83.37%,3302,52.74%,347,51.79%,446
0.48,0.54,0.12,2.5,4,0,7,74.94%,83.35%,3273,52.71%,351,51.79%,446
0.48,0.55,0.12,2.5,4,1,7,75.09%,83.32%,3274,51.84%,407,51.79%,504
0.48,0.47,0.12,3,4,0,5,74.81%,83.31%,3332,54.55%,352,51.79%,446
0.48,0.47,0.12,3,5,0,5,74.81%,83.31%,3332,54.15%,349,51.79%,448
0.48,0.54,0.12,3,4,0,7,74.86%,83.28%,3349,53.33%,345,51.79%,448
0.46,0.49,0.12,3,4,0,6,74.88%,83.27%,3324,54.21%,356,51.79%,446
0.49,0.53,0.12,2.3,5,0,7,74.90%,83.23%,3243,53.33%,360,51.79%,448
0.5,0.52,0.12,2.3,4,0,6,74.88%,83.21%,3240,53.11%,354,51.79%,448
0.47,0.47,0.12,3,5,1,6,75.05%,83.15%,3324,54.32%,370,51.79%,448
0.47,0.48,0.08,2.7,4,0,7,74.58%,85.54%,3001,53.87%,336,51.78%,421
0.45,0.46,0.08,2.7,4,1,5,74.66%,85.50%,2986,53.10%,516,51.78%,589
0.44,0.5,0.08,2.5,5,0,6,74.71%,85.39%,2957,52.81%,392,51.78%,477
0.46,0.56,0.08,2.5,5,0,6,74.68%,85.17%,2993,52.23%,358,51.78%,450
0.48,0.47,0.09,2.5,4,0,7,74.77%,84.82%,3056,53.71%,337,51.78%,421
0.46,0.56,0.09,2.7,5,0,6,74.86%,84.61%,3118,52.81%,356,51.78%,450
0.52,0.51,0.09,2.5,4,0,5,74.88%,84.60%,3091,50.91%,383,51.78%,477
0.46,0.56,0.09,3,5,0,7,74.73%,84.51%,3157,53.07%,358,51.78%,450
0.51,0.51,0.09,3,4,0,6,74.83%,84.41%,3162,52.44%,349,51.78%,450
0.44,0.47,0.1,2.7,4,1,6,74.66%,84.11%,3160,53.88%,516,51.78%,589
0.48,0.54,0.1,2.7,5,0,6,74.71%,84.10%,3188,52.72%,349,51.78%,450
0.51,0.5,0.1,2.5,4,1,5,74.98%,83.88%,3176,53.87%,323,51.78%,421
0.48,0.46,0.11,2.3,4,1,6,75.05%,83.60%,3171,54.74%,369,51.78%,450
0.51,0.56,0.11,2.3,4,0,5,75.01%,83.55%,3222,52.08%,553,51.78%,591
0.45,0.46,0.12,2.5,4,1,5,75.01%,83.38%,3244,53.38%,517,51.78%,589
0.49,0.53,0.12,2.7,4,0,6,74.96%,83.38%,3303,52.71%,351,51.78%,450
0.5,0.51,0.12,2.3,4,1,5,75.07%,83.35%,3250,53.73%,322,51.78%,421
0.46,0.48,0.12,2.5,5,1,7,74.98%,83.28%,3247,54.42%,362,51.78%,450
0.46,0.49,0.08,2.7,5,0,7,74.62%,85.55%,2996,52.66%,338,51.77%,423
0.45,0.49,0.08,2.5,5,1,6,74.68%,85.36%,2958,54.40%,364,51.77%,452
0.48,0.54,0.08,2.3,4,0,6,74.73%,85.24%,2981,52.81%,356,51.77%,452
0.48,0.55,0.08,2.5,4,1,7,74.62%,85.23%,3000,50.60%,419,51.77%,508
0.48,0.54,0.08,2.5,5,0,6,74.71%,85.12%,2998,52.38%,357,51.77%,452
0.48,0.54,0.09,3,4,0,7,74.71%,84.62%,3159,52.66%,357,51.77%,452
0.47,0.55,0.09,2.7,4,0,7,74.75%,84.60%,3117,52.22%,360,51.77%,452
0.5,0.52,0.09,2.3,4,0,7,74.71%,84.39%,3069,53.04%,362,51.77%,452
0.5,0.51,0.09,3,4,1,5,74.88%,84.35%,3162,54.40%,318,51.77%,423
0.45,0.5,0.1,2.7,4,0,7,74.81%,84.11%,3160,54.31%,348,51.77%,423
0.49,0.46,0.1,2.7,4,0,7,74.81%,84.09%,3174,54.30%,337,51.77%,423
0.46,0.55,0.1,2.7,4,1,5,74.92%,84.02%,3186,54.23%,319,51.77%,423
0.46,0.56,0.1,2.3,4,0,7,74.79%,83.99%,3141,52.76%,362,51.77%,452
0.46,0.48,0.1,2.5,5,1,6,74.81%,83.98%,3134,54.42%,362,51.77%,452
0.47,0.47,0.1,2.5,5,1,6,74.92%,83.94%,3138,54.85%,361,51.77%,452
0.5,0.51,0.1,2.7,5,1,5,75.09%,83.84%,3205,53.47%,331,51.77%,423
0.47,0.56,0.1,3,5,1,5,74.83%,83.79%,3239,51.96%,408,51.77%,508
0.48,0.53,0.11,2.3,4,1,6,74.96%,83.69%,3206,55.25%,324,51.77%,423
0.51,0.5,0.11,2.5,4,1,5,74.98%,83.68%,3223,54.29%,326,51.77%,423
0.44,0.47,0.11,2.3,4,1,5,74.90%,83.65%,3162,53.68%,516,51.77%,593
0.46,0.48,0.11,2.7,5,1,7,74.83%,83.59%,3224,53.53%,368,51.77%,452
0.45,0.49,0.11,2.7,5,1,7,74.90%,83.56%,3224,53.51%,370,51.77%,452
0.48,0.46,0.12,2.3,4,1,7,75.01%,83.54%,3207,54.25%,365,51.77%,452
0.45,0.5,0.11,3,5,1,6,74.75%,83.50%,3284,54.38%,320,51.77%,423
0.47,0.54,0.11,3,4,1,6,75.01%,83.49%,3302,54.66%,322,51.77%,423
0.49,0.52,0.12,2.3,4,1,5,75.16%,83.37%,3247,54.18%,323,51.77%,423
