off_w,def_w,sos_w,hca,fc,fb,thresh,spread_acc,win8,n8,win7,n7,win5,n5
0.46,0.46,0.09,2.5,5,0,6,74.77%,84.87%,3060,54.41%,476,52.81%,551
0.44,0.48,0.09,2.3,5,1,6,74.77%,84.78%,3023,53.28%,458,52.81%,534
0.46,0.47,0.09,2.3,4,1,7,75.01%,84.77%,3040,52.63%,399,52.81%,498
0.46,0.47,0.09,2.3,5,1,6,75.01%,84.77%,3040,53.33%,405,52.81%,498
0.45,0.46,0.09,2.3,4,0,7,74.75%,84.76%,3011,52.87%,522,52.81%,587
0.45,0.48,0.09,2.3,5,1,6,75.01%,84.76%,3044,52.99%,402,52.81%,498
0.49,0.46,0.09,2.3,4,1,6,74.71%,84.74%,3040,54.72%,318,52.81%,409
0.46,0.46,0.09,2.3,4,1,5,74.81%,84.71%,3022,53.21%,468,52.81%,551
0.45,0.49,0.09,2.3,4,0,6,74.77%,84.68%,3036,53.30%,394,52.81%,481
0.51,0.46,0.09,2.3,5,0,5,74.90%,84.68%,3042,54.81%,270,52.81%,356
0.46,0.48,0.09,2.3,5,0,7,74.77%,84.67%,3027,52.93%,376,52.81%,462
0.44,0.47,0.09,2.3,4,0,7,74.68%,84.59%,3017,52.78%,521,52.81%,587
0.44,0.47,0.09,2.3,5,0,5,74.68%,84.59%,3017,53.23%,526,52.81%,587
0.49,0.53,0.09,2.7,5,0,5,74.81%,84.58%,3120,52.62%,344,52.81%,445
0.46,0.55,0.09,2.7,4,0,6,74.83%,84.52%,3113,54.49%,312,52.81%,409
0.48,0.55,0.09,2.3,4,0,6,74.81%,84.43%,3064,50.64%,389,52.81%,481
0.51,0.51,0.09,2.3,4,0,5,74.68%,84.38%,3072,53.35%,343,52.81%,445
0.5,0.52,0.09,2.5,5,1,7,74.66%,84.30%,3101,50.13%,389,52.81%,481
0.45,0.49,0.1,3,5,0,5,74.86%,84.17%,3196,52.75%,400,52.81%,498
0.45,0.47,0.1,2.5,4,1,5,74.88%,84.16%,3143,53.04%,477,52.81%,551
0.45,0.46,0.1,2.5,5,1,6,74.75%,84.12%,3129,54.02%,498,52.81%,570
0.46,0.46,0.1,3,5,0,6,74.68%,84.11%,3203,54.02%,485,52.81%,551
0.48,0.54,0.1,2.7,4,1,6,74.71%,84.10%,3188,50.94%,371,52.81%,462
0.49,0.52,0.1,2.3,4,0,6,75.03%,84.10%,3150,54.97%,302,52.81%,409
0.45,0.49,0.1,2.7,4,0,5,74.81%,84.09%,3168,51.87%,401,52.81%,498
0.49,0.46,0.1,2.7,4,1,5,74.81%,84.09%,3174,54.14%,314,52.81%,409
0.46,0.56,0.1,2.7,4,1,6,74.79%,84.07%,3189,51.23%,367,52.81%,462
0.48,0.46,0.1,2.3,4,0,6,75.01%,84.07%,3107,53.47%,389,52.81%,481
0.48,0.46,0.1,2.3,5,0,5,75.01%,84.07%,3107,52.93%,393,52.81%,481
0.45,0.56,0.1,3,4,0,6,74.73%,83.97%,3226,53.95%,304,52.81%,409
0.47,0.47,0.1,2.5,5,0,6,74.92%,83.94%,3138,52.97%,387,52.81%,481
0.51,0.51,0.1,2.7,4,1,5,74.86%,83.89%,3191,50.27%,364,52.81%,462
0.48,0.47,0.11,2.7,5,1,7,74.86%,83.78%,3231,53.53%,312,52.81%,409
0.45,0.47,0.11,2.7,5,0,6,74.88%,83.69%,3225,53.73%,482,52.81%,551
0.45,0.56,0.11,2.3,4,0,5,75.03%,83.65%,3204,56.77%,303,52.81%,409
0.51,0.5,0.11,2.7,5,0,6,75.09%,83.65%,3253,54.31%,313,52.81%,409
0.45,0.49,0.11,2.5,4,0,5,75.01%,83.61%,3198,52.62%,401,52.81%,498
0.5,0.53,0.11,2.7,4,0,5,74.86%,83.59%,3254,50.52%,386,52.81%,481
0.51,0.51,0.11,2.3,4,1,6,74.88%,83.57%,3196,51.49%,369,52.81%,462
0.51,0.52,0.11,2.7,4,0,7,74.96%,83.57%,3251,50.77%,392,52.81%,481
0.48,0.46,0.11,2.5,5,0,5,75.18%,83.56%,3200,52.90%,397,52.81%,481
0.51,0.5,0.11,3,4,0,7,75.01%,83.44%,3304,55.59%,313,52.81%,409
0.49,0.53,0.11,3,5,1,6,74.81%,83.43%,3301,50.94%,373,52.81%,462
0.5,0.51,0.12,2.5,4,0,6,74.96%,83.36%,3270,55.30%,302,52.81%,409
0.46,0.56,0.12,2.7,5,1,5,74.98%,83.34%,3302,52.05%,365,52.81%,462
0.51,0.5,0.12,2.3,5,0,5,75.11%,83.34%,3259,55.31%,311,52.81%,409
0.44,0.49,0.12,2.5,4,0,5,75.18%,83.33%,3252,52.10%,453,52.81%,534
0.48,0.47,0.12,3,5,1,7,74.81%,83.31%,3332,53.14%,318,52.81%,409
0.44,0.51,0.12,3,4,1,7,74.83%,83.27%,3336,53.64%,330,52.81%,409
0.49,0.46,0.12,3,4,1,6,74.83%,83.22%,3331,53.44%,320,52.81%,409
0.49,0.53,0.12,2.5,4,1,5,74.94%,83.22%,3278,50.00%,364,52.81%,462
0.48,0.53,0.12,3,4,0,6,75.03%,83.14%,3345,55.23%,306,52.81%,409
0.51,0.52,0.12,3,5,0,5,74.88%,83.07%,3350,50.52%,386,52.81%,481
0.47,0.56,0.12,3,5,0,5,74.92%,83.02%,3357,50.00%,372,52.81%,481
0.45,0.48,0.08,2.3,4,1,6,74.81%,85.55%,2935,53.06%,409,52.80%,500
0.47,0.48,0.08,2.7,5,1,6,74.58%,85.54%,3001,53.14%,318,52.80%,411
0.44,0.5,0.08,2.3,5,0,5,74.60%,85.52%,2928,53.42%,395,52.80%,483
0.44,0.51,0.08,2.7,5,1,6,74.64%,85.46%,2999,54.06%,320,52.80%,411
0.44,0.49,0.08,2.3,4,1,6,74.88%,85.43%,2938,53.30%,409,52.80%,500
0.46,0.5,0.08,2.3,4,1,7,74.73%,85.36%,2950,53.74%,281,52.80%,375
0.45,0.51,0.08,3,5,1,6,74.45%,85.20%,3055,54.09%,281,52.80%,375
0.47,0.54,0.08,2.5,5,0,6,74.79%,85.19%,3011,54.80%,323,52.80%,428
0.47,0.48,0.08,3,5,1,6,74.62%,85.15%,3044,52.90%,310,52.80%,411
0.45,0.48,0.08,3,5,0,5,74.56%,85.09%,3051,52.33%,451,52.80%,536
0.52,0.49,0.08,3,4,0,6,74.83%,85.03%,3080,54.52%,310,52.80%,411
0.46,0.46,0.08,3,4,0,7,74.62%,84.96%,3052,53.88%,477,52.80%,553
0.51,0.5,0.08,3,4,0,6,74.81%,84.91%,3089,54.84%,310,52.80%,411
0.44,0.48,0.09,2.5,5,0,6,74.81%,84.84%,3055,54.38%,480,52.80%,553
0.47,0.48,0.09,3,5,0,7,74.66%,84.83%,3124,53.69%,339,52.80%,428
0.46,0.48,0.09,2.5,5,0,5,74.88%,84.77%,3053,52.03%,394,52.80%,483
0.48,0.47,0.09,2.3,4,1,6,74.68%,84.69%,3037,54.52%,321,52.80%,411
0.46,0.46,0.09,3,4,0,7,74.71%,84.67%,3131,53.77%,478,52.80%,553
0.51,0.49,0.09,2.3,5,1,7,74.88%,84.67%,3052,54.58%,306,52.80%,411
0.44,0.52,0.09,3,5,1,5,74.60%,84.61%,3144,54.36%,287,52.80%,375
0.5,0.5,0.09,2.7,5,1,7,74.88%,84.61%,3118,55.08%,305,52.80%,411
0.49,0.52,0.09,2.7,5,0,7,75.03%,84.51%,3119,53.57%,336,52.80%,428
0.48,0.54,0.09,2.3,5,1,6,74.81%,84.36%,3075,51.20%,375,52.80%,464
0.45,0.46,0.1,3,4,0,7,74.86%,84.26%,3195,53.12%,529,52.80%,589
0.45,0.47,0.1,2.5,5,1,7,74.88%,84.16%,3143,53.78%,450,52.80%,536
0.44,0.5,0.1,2.7,5,0,6,74.68%,84.09%,3162,52.15%,395,52.80%,483
0.45,0.46,0.1,2.3,4,0,7,74.83%,84.09%,3098,52.88%,520,52.80%,589
0.45,0.5,0.1,3,4,1,6,74.81%,84.09%,3212,54.63%,324,52.80%,411
0.46,0.47,0.1,2.3,4,0,7,74.94%,84.04%,3115,51.98%,429,52.80%,517
0.44,0.48,0.1,2.7,4,1,6,74.88%,84.02%,3167,53.22%,466,52.80%,553
0.46,0.47,0.1,3,5,1,7,74.68%,84.02%,3205,52.35%,405,52.80%,500
0.48,0.47,0.1,2.3,5,1,6,74.75%,84.01%,3108,53.29%,319,52.80%,411
0.47,0.55,0.1,2.5,4,1,6,74.88%,83.97%,3163,50.94%,371,52.80%,464
0.48,0.55,0.1,2.7,4,0,6,74.96%,83.93%,3198,51.31%,382,52.80%,483
0.49,0.54,0.1,2.7,4,0,6,74.94%,83.90%,3199,51.43%,385,52.80%,483
0.49,0.53,0.1,2.3,5,0,5,74.77%,83.86%,3142,53.52%,355,52.80%,447
0.5,0.53,0.1,2.7,4,0,6,74.86%,83.85%,3202,51.55%,388,52.80%,483
0.44,0.51,0.11,2.7,5,1,7,74.77%,83.75%,3231,53.85%,325,52.80%,411
0.49,0.46,0.11,2.7,4,1,6,74.86%,83.75%,3231,54.92%,315,52.80%,411
0.46,0.49,0.11,2.5,5,1,5,74.79%,83.70%,3197,53.73%,322,52.80%,411
0.47,0.46,0.11,2.7,5,0,6,74.94%,83.69%,3226,53.01%,432,52.80%,517
0.49,0.46,0.11,2.5,4,1,6,74.83%,83.66%,3206,54.92%,315,52.80%,411
0.48,0.46,0.11,2.7,4,0,7,74.90%,83.62%,3230,52.69%,391,52.80%,483
0.47,0.55,0.11,2.3,4,1,6,74.90%,83.60%,3201,51.08%,370,52.80%,464
0.48,0.54,0.11,2.3,4,1,6,74.79%,83.59%,3199,51.08%,372,52.80%,464
0.49,0.53,0.11,2.3,4,0,6,74.86%,83.57%,3196,53.12%,352,52.80%,447
0.48,0.54,0.11,3,4,1,6,74.71%,83.55%,3301,50.54%,368,52.80%,464
0.48,0.46,0.11,3,5,0,6,74.98%,83.53%,3273,53.85%,390,52.80%,483
0.46,0.56,0.11,3,5,1,6,74.83%,83.52%,3301,51.79%,363,52.80%,464
0.46,0.46,0.12,2.3,4,0,5,75.05%,83.50%,3219,54.03%,496,52.80%,572
0.47,0.55,0.11,3,4,1,5,74.81%,83.48%,3306,50.56%,358,52.80%,464
0.44,0.48,0.12,2.7,5,0,6,75.01%,83.46%,3277,53.80%,487,52.80%,553
0.52,0.48,0.12,2.5,5,1,7,74.98%,83.44%,3279,53.95%,304,52.80%,411
0.47,0.46,0.12,2.5,4,1,7,75.13%,83.40%,3247,52.74%,402,52.80%,500
0.47,0.55,0.12,2.5,4,1,5,75.01%,83.40%,3272,50.69%,363,52.80%,464
0.48,0.47,0.12,2.7,5,1,7,74.88%,83.40%,3284,53.14%,318,52.80%,411
0.48,0.55,0.11,3,4,0,6,74.92%,83.38%,3309,50.53%,380,52.80%,483
0.49,0.53,0.12,2.7,5,1,6,74.96%,83.38%,3303,51.34%,374,52.80%,464
0.5,0.52,0.12,2.7,5,1,7,75.05%,83.37%,3302,51.30%,384,52.80%,464
0.49,0.51,0.12,2.5,5,1,7,75.13%,83.34%,3277,53.75%,307,52.80%,411
0.51,0.51,0.11,3,5,1,5,74.96%,83.33%,3305,50.82%,368,52.80%,464
0.49,0.46,0.12,2.3,4,1,6,74.96%,83.32%,3219,53.61%,319,52.80%,411
0.46,0.47,0.12,2.7,4,1,7,75.01%,83.27%,3276,52.81%,409,52.80%,500
0.47,0.46,0.12,3,5,0,5,74.92%,83.27%,3318,52.32%,453,52.80%,536
0.47,0.55,0.12,3,5,1,6,74.88%,83.25%,3356,51.10%,362,52.80%,464
0.47,0.55,0.12,3,5,1,7,74.88%,83.25%,3356,51.07%,374,52.80%,464
0.52,0.49,0.12,2.5,4,0,6,75.03%,83.25%,3283,54.75%,305,52.80%,411
0.47,0.55,0.12,2.3,4,1,5,74.98%,83.22%,3247,50.27%,366,52.80%,464
0.47,0.55,0.12,2.3,4,1,6,74.98%,83.22%,3247,50.54%,368,52.80%,464
0.49,0.46,0.12,3,5,1,5,74.83%,83.22%,3331,53.42%,322,52.80%,411
0.49,0.53,0.12,2.5,4,1,6,74.94%,83.22%,3278,50.41%,369,52.80%,464
0.5,0.52,0.12,2.5,4,1,6,75.01%,83.19%,3277,50.00%,372,52.80%,464
0.5,0.53,0.12,3,4,0,7,74.81%,83.11%,3352,50.77%,390,52.80%,483
0.51,0.52,0.12,3,4,0,7,74.88%,83.07%,3350,50.64%,393,52.80%,483
0.45,0.47,0.08,2.7,4,0,6,74.66%,85.77%,2993,53.59%,487,52.79%,555
0.44,0.52,0.08,2.7,5,1,5,74.53%,85.47%,3008,55.86%,290,52.79%,377
0.46,0.48,0.08,2.7,5,0,7,74.71%,85.44%,2988,52.25%,377,52.79%,466
0.47,0.46,0.08,2.3,4,1,6,74.81%,85.43%,2930,53.33%,405,52.79%,502
0.47,0.46,0.08,3,4,0,5,74.53%,85.18%,3043,52.53%,455,52.79%,538
0.48,0.46,0.09,2.3,4,0,7,74.75%,84.84%,3028,52.67%,374,52.79%,466
0.46,0.47,0.09,3,4,0,7,74.68%,84.55%,3133,52.85%,439,52.79%,519
0.45,0.46,0.1,3,5,0,7,74.86%,84.26%,3195,53.62%,511,52.79%,574
0.44,0.48,0.1,2.3,5,1,6,74.83%,84.14%,3108,53.26%,460,52.79%,538
0.45,0.48,0.1,2.3,4,1,7,74.96%,84.13%,3107,52.36%,403,52.79%,502
0.45,0.48,0.1,2.7,4,1,7,74.98%,84.12%,3168,53.06%,409,52.79%,502
0.45,0.48,0.1,2.7,5,0,6,74.98%,84.12%,3168,53.01%,432,52.79%,519
0.45,0.47,0.1,2.7,5,1,7,74.90%,84.10%,3169,53.71%,445,52.79%,538
0.47,0.46,0.1,2.3,5,1,6,75.03%,84.10%,3106,52.97%,404,52.79%,502
0.44,0.47,0.1,2.3,4,0,7,74.79%,84.02%,3098,52.79%,519,52.79%,591
0.51,0.5,0.1,3,4,0,5,75.03%,83.97%,3238,55.10%,294,52.79%,394
0.45,0.48,0.1,3,4,1,7,74.71%,83.95%,3209,52.43%,412,52.79%,502
0.45,0.47,0.11,2.3,5,1,6,74.92%,83.81%,3162,53.61%,457,52.79%,538
0.44,0.48,0.11,2.3,5,1,6,74.98%,83.78%,3163,53.58%,461,52.79%,538
0.45,0.48,0.11,2.7,4,1,7,75.09%,83.75%,3218,52.81%,409,52.79%,502
0.45,0.47,0.11,2.7,5,1,7,74.88%,83.69%,3225,53.78%,450,52.79%,538
0.44,0.47,0.11,2.3,4,0,7,74.90%,83.65%,3162,52.78%,521,52.79%,591
0.47,0.46,0.11,3,5,1,5,74.83%,83.57%,3274,51.80%,417,52.79%,519
0.48,0.54,0.11,2.7,4,1,5,74.86%,83.57%,3256,50.70%,357,52.79%,466
0.51,0.51,0.11,2.3,5,1,5,74.88%,83.57%,3196,51.21%,373,52.79%,466
0.44,0.49,0.11,3,5,0,5,74.92%,83.55%,3270,52.43%,452,52.79%,538
0.48,0.54,0.11,3,4,1,7,74.71%,83.55%,3301,50.53%,378,52.79%,466
0.46,0.56,0.11,3,5,1,7,74.83%,83.52%,3301,51.34%,372,52.79%,466
0.46,0.46,0.12,2.3,5,1,7,75.05%,83.50%,3219,53.12%,448,52.79%,538
0.44,0.47,0.12,2.5,4,0,7,75.07%,83.40%,3240,52.77%,523,52.79%,591
0.47,0.55,0.12,2.5,4,1,6,75.01%,83.40%,3272,51.08%,370,52.79%,466
0.51,0.49,0.11,3,5,1,6,74.96%,83.39%,3294,54.18%,299,52.79%,394
0.48,0.54,0.12,2.7,4,1,7,74.96%,83.35%,3303,50.93%,375,52.79%,466
0.45,0.48,0.12,2.7,4,1,7,74.98%,83.31%,3271,52.68%,410,52.79%,502
0.48,0.54,0.12,2.3,5,1,5,74.88%,83.23%,3243,50.94%,371,52.79%,466
0.5,0.52,0.12,2.5,4,1,7,75.01%,83.19%,3277,50.13%,379,52.79%,466
0.44,0.48,0.08,2.7,4,1,6,74.68%,85.73%,2993,53.52%,469,52.78%,540
0.46,0.46,0.08,2.7,5,0,7,74.71%,85.64%,2995,54.49%,457,52.78%,540
0.45,0.47,0.08,2.3,4,0,6,74.66%,85.55%,2928,53.91%,486,52.78%,557
0.46,0.49,0.08,2.7,5,1,5,74.62%,85.55%,2996,53.27%,321,52.78%,413
0.46,0.47,0.08,2.3,4,1,6,74.75%,85.47%,2938,53.32%,407,52.78%,504
0.44,0.51,0.08,2.7,5,1,5,74.64%,85.46%,2999,54.18%,323,52.78%,413
0.48,0.54,0.08,2.3,5,0,5,74.73%,85.24%,2981,52.86%,350,52.78%,449
0.46,0.47,0.08,3,4,1,6,74.56%,85.19%,3045,52.31%,411,52.78%,504
0.47,0.55,0.08,3,5,1,5,74.68%,85.19%,3085,50.55%,366,52.78%,468
0.44,0.48,0.08,3,4,0,7,74.49%,85.17%,3035,54.18%,478,52.78%,557
0.47,0.48,0.08,3,5,1,5,74.62%,85.15%,3044,53.35%,313,52.78%,413
0.52,0.49,0.08,3,4,0,7,74.83%,85.03%,3080,54.92%,315,52.78%,413
0.5,0.51,0.08,3,5,0,6,74.83%,84.84%,3087,54.89%,317,52.78%,413
0.45,0.47,0.09,3,4,1,5,74.64%,84.82%,3129,53.01%,481,52.78%,557
0.46,0.47,0.09,2.7,4,1,6,74.81%,84.80%,3078,52.40%,416,52.78%,504
0.46,0.47,0.09,2.3,5,1,5,75.01%,84.77%,3040,53.03%,413,52.78%,504
0.45,0.46,0.09,2.3,4,0,6,74.75%,84.76%,3011,53.12%,529,52.78%,593
0.45,0.46,0.09,2.3,5,0,6,74.75%,84.76%,3011,53.20%,515,52.78%,576
0.45,0.48,0.09,2.3,4,1,6,75.01%,84.76%,3044,52.80%,411,52.78%,504
0.45,0.49,0.09,2.5,4,0,6,74.83%,84.76%,3051,52.58%,388,52.78%,485
0.46,0.47,0.09,2.5,5,1,5,74.96%,84.73%,3052,52.68%,410,52.78%,504
0.44,0.5,0.09,2.5,4,0,6,74.73%,84.60%,3058,52.84%,388,52.78%,485
0.46,0.55,0.09,2.3,5,0,7,74.81%,84.56%,3082,54.38%,331,52.78%,432
0.49,0.53,0.09,3,5,1,5,74.88%,84.56%,3160,50.83%,362,52.78%,468
0.5,0.51,0.09,2.5,5,0,5,74.90%,84.53%,3089,54.19%,310,52.78%,413
0.48,0.53,0.09,2.7,4,0,5,74.96%,84.51%,3112,54.61%,304,52.78%,396
0.52,0.5,0.09,3,5,1,5,74.83%,84.46%,3166,50.94%,371,52.78%,468
0.5,0.53,0.09,2.3,4,0,6,74.75%,84.40%,3071,51.66%,391,52.78%,485
0.47,0.55,0.09,2.3,5,0,5,74.81%,84.29%,3081,53.98%,352,52.78%,449
0.44,0.48,0.1,3,5,1,6,74.68%,84.17%,3210,52.78%,468,52.78%,540
0.45,0.48,0.1,2.3,4,0,6,74.96%,84.13%,3107,52.16%,439,52.78%,521
0.45,0.47,0.1,2.3,5,0,7,74.83%,84.12%,3104,54.18%,467,52.78%,540
0.48,0.46,0.1,2.7,4,0,6,74.90%,84.12%,3168,52.27%,396,52.78%,485
0.46,0.49,0.1,3,4,1,5,74.81%,84.10%,3207,54.94%,324,52.78%,413
0.44,0.52,0.1,3,4,0,7,74.56%,84.07%,3220,53.82%,314,52.78%,396
0.46,0.47,0.1,3,4,1,7,74.68%,84.02%,3205,52.53%,415,52.78%,504
0.48,0.47,0.1,2.3,4,1,6,74.75%,84.01%,3108,54.06%,320,52.78%,413
0.52,0.49,0.1,3,4,0,5,74.96%,84.01%,3234,55.10%,294,52.78%,396
0.48,0.54,0.1,2.5,5,0,5,74.88%,83.99%,3166,53.64%,343,52.78%,449
0.48,0.55,0.1,2.5,5,0,5,74.71%,83.95%,3171,50.52%,384,52.78%,485
0.5,0.52,0.1,2.5,4,0,5,74.90%,83.94%,3170,53.27%,336,52.78%,449
0.51,0.46,0.1,3,4,0,6,74.90%,83.92%,3227,55.38%,260,52.78%,360
0.51,0.51,0.1,2.5,4,0,5,74.79%,83.91%,3169,53.37%,341,52.78%,449
0.48,0.54,0.1,2.3,4,1,5,74.77%,83.89%,3141,50.68%,367,52.78%,468
0.52,0.5,0.1,3,5,0,6,75.01%,83.84%,3242,52.01%,348,52.78%,449
0.44,0.48,0.11,3,5,1,6,74.73%,83.77%,3278,52.77%,470,52.78%,540
0.47,0.48,0.11,2.7,5,1,6,74.81%,83.74%,3235,54.40%,318,52.78%,413
0.46,0.47,0.11,2.7,5,1,6,75.01%,83.72%,3224,52.90%,414,52.78%,504
0.45,0.48,0.11,2.3,5,0,6,74.98%,83.70%,3177,52.78%,432,52.78%,521
0.46,0.46,0.11,2.5,5,1,7,74.86%,83.70%,3196,53.59%,446,52.78%,540
0.46,0.49,0.11,2.5,5,1,6,74.79%,83.70%,3197,53.58%,321,52.78%,413
0.45,0.5,0.11,2.7,5,1,5,74.86%,83.69%,3226,54.60%,326,52.78%,413
0.47,0.46,0.11,2.7,4,0,6,74.94%,83.69%,3226,52.52%,436,52.78%,521
0.5,0.47,0.11,2.5,4,0,5,75.18%,83.68%,3211,53.76%,266,52.78%,360
0.49,0.46,0.11,2.5,5,0,6,74.83%,83.66%,3206,53.78%,344,52.78%,432
0.46,0.55,0.11,2.3,5,0,7,74.94%,83.62%,3205,55.18%,328,52.78%,432
0.51,0.46,0.11,2.5,4,0,5,74.96%,83.60%,3219,53.51%,271,52.78%,360
0.5,0.53,0.11,2.7,4,0,7,74.86%,83.59%,3254,50.76%,394,52.78%,485
0.46,0.49,0.11,2.3,5,0,6,74.81%,83.56%,3175,54.02%,348,52.78%,432
0.46,0.47,0.11,3,4,0,5,74.92%,83.53%,3272,51.98%,454,52.78%,540
0.49,0.54,0.11,2.3,4,0,6,74.90%,83.53%,3206,50.77%,390,52.78%,485
0.49,0.53,0.11,2.5,5,0,6,74.94%,83.52%,3229,53.22%,357,52.78%,449
0.46,0.46,0.12,2.7,5,1,6,74.96%,83.50%,3278,53.35%,463,52.78%,540
0.45,0.47,0.12,2.7,4,0,7,75.07%,83.47%,3273,53.91%,486,52.78%,557
0.44,0.48,0.12,2.7,4,1,5,75.01%,83.46%,3277,53.22%,481,52.78%,557
0.46,0.48,0.12,2.3,5,0,7,75.03%,83.45%,3208,53.21%,389,52.78%,468
0.47,0.56,0.11,2.3,4,0,7,74.98%,83.44%,3200,50.77%,390,52.78%,485
0.48,0.55,0.11,3,5,0,5,74.92%,83.38%,3309,50.53%,376,52.78%,485
0.5,0.51,0.12,2.3,5,1,6,75.07%,83.35%,3250,53.61%,332,52.78%,432
0.5,0.52,0.11,3,5,1,7,74.88%,83.35%,3303,51.31%,382,52.78%,468
0.44,0.49,0.12,2.7,4,0,5,75.11%,83.34%,3265,52.08%,457,52.78%,540
0.47,0.46,0.12,2.7,5,1,6,75.05%,83.28%,3278,53.19%,408,52.78%,504
0.45,0.49,0.12,2.7,5,0,6,74.92%,83.24%,3282,53.06%,392,52.78%,485
0.46,0.47,0.12,3,5,0,5,74.92%,83.23%,3321,52.54%,453,52.78%,540
0.47,0.55,0.12,2.3,5,1,7,74.98%,83.22%,3247,50.92%,381,52.78%,468
0.44,0.48,0.08,2.7,5,1,5,74.68%,85.73%,2993,53.60%,472,52.77%,542
0.48,0.46,0.08,2.3,5,0,6,74.88%,85.65%,2934,53.58%,377,52.77%,470
0.46,0.46,0.08,2.5,5,0,7,74.73%,85.59%,2964,54.92%,457,52.77%,542
0.46,0.46,0.08,2.3,4,1,6,74.68%,85.58%,2927,52.69%,465,52.77%,542
0.46,0.46,0.08,2.3,5,0,7,74.68%,85.58%,2927,55.17%,464,52.77%,542
0.45,0.5,0.08,2.7,5,1,5,74.64%,85.50%,2999,53.85%,325,52.77%,415
0.44,0.48,0.08,2.3,5,0,7,74.68%,85.48%,2927,55.25%,467,52.77%,542
0.44,0.49,0.08,2.3,5,1,5,74.88%,85.43%,2938,52.53%,415,52.77%,506
0.49,0.54,0.08,2.5,4,0,6,74.58%,85.35%,2997,50.89%,395,52.77%,487
0.46,0.47,0.08,3,4,0,6,74.56%,85.19%,3045,52.82%,443,52.77%,523
0.45,0.56,0.08,2.3,4,0,5,74.71%,85.17%,2988,56.03%,307,52.77%,415
0.5,0.51,0.08,2.3,5,0,5,74.88%,85.13%,2985,54.43%,316,52.77%,415
0.51,0.51,0.08,2.3,5,1,5,74.68%,85.10%,2980,51.21%,373,52.77%,470
0.51,0.5,0.08,3,5,0,6,74.81%,84.91%,3089,54.52%,321,52.77%,415
0.45,0.48,0.09,2.7,4,1,6,74.88%,84.83%,3071,52.40%,416,52.77%,506
0.45,0.47,0.09,3,4,1,7,74.64%,84.82%,3129,53.25%,462,52.77%,542
0.44,0.5,0.09,2.7,5,0,5,74.71%,84.74%,3079,52.75%,400,52.77%,487
0.46,0.46,0.09,2.3,4,1,6,74.81%,84.71%,3022,53.13%,463,52.77%,542
0.46,0.46,0.09,3,4,1,5,74.71%,84.67%,3131,52.73%,476,52.77%,559
0.46,0.48,0.09,2.3,4,0,7,74.77%,84.67%,3027,52.91%,378,52.77%,470
0.47,0.46,0.09,3,5,0,6,74.62%,84.59%,3134,52.07%,434,52.77%,523
0.52,0.5,0.09,2.5,4,0,6,74.83%,84.48%,3100,53.30%,349,52.77%,451
0.46,0.56,0.09,2.5,4,1,6,74.83%,84.46%,3101,50.68%,369,52.77%,470
0.48,0.53,0.09,3,5,0,6,74.83%,84.39%,3158,54.57%,317,52.77%,415
0.51,0.51,0.09,2.3,4,0,6,74.68%,84.38%,3072,53.24%,355,52.77%,451
0.45,0.47,0.1,2.3,5,0,5,74.83%,84.12%,3104,54.21%,487,52.77%,559
0.45,0.48,0.1,2.7,4,0,6,74.98%,84.12%,3168,52.73%,440,52.77%,523
0.49,0.54,0.1,2.5,5,0,5,74.66%,84.05%,3160,50.52%,386,52.77%,487
0.51,0.52,0.1,2.5,4,0,6,74.81%,84.04%,3165,51.28%,392,52.77%,487
0.46,0.56,0.1,2.5,5,1,7,74.92%,83.96%,3161,51.30%,384,52.77%,470
0.45,0.48,0.1,3,4,1,6,74.71%,83.95%,3209,52.04%,417,52.77%,506
0.47,0.56,0.1,2.7,5,0,5,74.96%,83.92%,3196,50.79%,382,52.77%,487
0.48,0.54,0.1,2.3,5,0,5,74.77%,83.89%,3141,53.82%,353,52.77%,451
0.47,0.54,0.1,3,4,0,7,74.88%,83.84%,3236,55.31%,311,52.77%,415
0.48,0.47,0.11,2.7,5,1,6,74.86%,83.78%,3231,53.82%,314,52.77%,415
0.45,0.48,0.11,2.7,5,0,6,75.09%,83.75%,3218,52.78%,432,52.77%,523
0.51,0.51,0.1,3,5,1,6,75.01%,83.75%,3243,51.07%,374,52.77%,470
0.44,0.47,0.11,2.5,5,0,7,74.90%,83.72%,3187,53.23%,511,52.77%,578
0.45,0.47,0.11,2.7,4,0,6,74.88%,83.69%,3225,53.66%,492,52.77%,559
0.45,0.47,0.11,3,5,1,6,74.73%,83.68%,3284,52.88%,469,52.77%,542
0.45,0.51,0.11,2.3,4,1,5,74.92%,83.66%,3182,54.17%,288,52.77%,379
0.45,0.46,0.11,2.3,4,0,6,74.90%,83.58%,3166,53.03%,528,52.77%,595
0.48,0.54,0.11,2.7,4,1,7,74.86%,83.57%,3256,50.80%,374,52.77%,470
0.45,0.49,0.12,2.3,4,0,5,74.96%,83.49%,3216,52.75%,400,52.77%,487
0.47,0.48,0.12,2.7,4,1,6,74.79%,83.45%,3281,54.21%,321,52.77%,415
0.44,0.48,0.12,2.3,4,0,6,75.07%,83.42%,3221,53.58%,489,52.77%,559
0.44,0.48,0.12,3,5,0,6,74.79%,83.39%,3323,53.58%,489,52.77%,559
0.45,0.46,0.12,2.5,5,0,7,75.01%,83.38%,3244,53.22%,513,52.77%,578
